[ 2026-01-03 00:55:20,075 ] 21 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-03 00:55:22,632 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-03 00:55:22,632 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-03 00:55:22,632 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-03 00:55:22,669 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-03 00:55:22,669 ] 23 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-03 00:55:22,671 ] 26 networksecurity - INFO - Initiate the data Validation
[ 2026-01-03 00:55:22,682 ] 34 root - INFO - Required number of columns:2
[ 2026-01-03 00:55:22,683 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-03 00:55:22,683 ] 34 root - INFO - Required number of columns:2
[ 2026-01-03 00:55:22,683 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-03 00:55:22,788 ] 28 networksecurity - INFO - Completed the data Validation
[ 2026-01-03 00:55:22,788 ] 30 networksecurity - INFO - data Transformation started
[ 2026-01-03 00:55:22,788 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-03 00:55:22,788 ] 65 root - INFO - Starting data transformation
[ 2026-01-03 00:55:22,799 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-03 00:55:22,799 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-03 00:55:22,805 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-03 00:55:22,808 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-03 00:55:22,808 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-03 00:55:22,811 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-03 00:55:22,811 ] 34 networksecurity - INFO - data Transformation completed
