[ 2026-01-08 00:32:15,483 ] 22 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 00:32:21,584 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 00:32:21,584 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 00:32:21,585 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 00:32:21,618 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 00:32:21,618 ] 24 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 00:32:21,620 ] 29 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 00:32:21,630 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:32:21,630 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:32:21,630 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:32:21,630 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:32:21,717 ] 31 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 00:32:21,717 ] 35 networksecurity - INFO - data Transformation started
[ 2026-01-08 00:32:21,717 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 00:32:21,717 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 00:32:21,727 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 00:32:21,727 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 00:32:21,731 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:32:21,733 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:32:21,733 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:32:21,734 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:32:21,735 ] 39 networksecurity - INFO - data Transformation completed
[ 2026-01-08 00:32:21,735 ] 42 networksecurity - INFO - Model Training started
[ 2026-01-08 00:34:15,142 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:34:15,166 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:34:15,166 ] 110 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/32_01/08/26_2026_00_32_14/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910750507099392, precision_score=0.9886685552407932, recall_score=0.9934932899552664), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9742143432715552, precision_score=0.9726468222043443, recall_score=0.9757869249394673)) 
[ 2026-01-08 00:34:15,167 ] 47 networksecurity - INFO - Model Training artifact created
