[ 2026-01-03 00:51:38,337 ] 21 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-03 00:51:40,573 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-03 00:51:40,573 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-03 00:51:40,573 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-03 00:51:40,608 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-03 00:51:40,609 ] 23 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-03 00:51:40,611 ] 26 networksecurity - INFO - Initiate the data Validation
[ 2026-01-03 00:51:40,621 ] 34 root - INFO - Required number of columns:2
[ 2026-01-03 00:51:40,621 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-03 00:51:40,621 ] 34 root - INFO - Required number of columns:2
[ 2026-01-03 00:51:40,621 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-03 00:51:40,715 ] 28 networksecurity - INFO - Completed the data Validation
