[ 2026-01-08 22:56:26,136 ] 22 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 22:56:28,609 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 22:56:28,609 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 22:56:28,609 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 22:56:28,641 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 22:56:28,642 ] 24 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 22:56:28,644 ] 29 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 22:56:28,654 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 22:56:28,654 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 22:56:28,654 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 22:56:28,654 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 22:56:28,753 ] 31 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 22:56:28,753 ] 35 networksecurity - INFO - data Transformation started
[ 2026-01-08 22:56:28,753 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 22:56:28,753 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 22:56:28,762 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 22:56:28,762 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 22:56:28,766 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 22:56:28,769 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 22:56:28,769 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 22:56:28,771 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 22:56:28,771 ] 39 networksecurity - INFO - data Transformation completed
[ 2026-01-08 22:56:28,771 ] 42 networksecurity - INFO - Model Training started
[ 2026-01-08 23:00:12,032 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 23:00:12,043 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 23:00:12,043 ] 125 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/56_01/08/26_2026_22_56_24/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.991269035532995, precision_score=0.9888596313550739, recall_score=0.993690209647873), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9769108280254777, precision_score=0.9676656151419558, recall_score=0.9863344051446945)) 
[ 2026-01-08 23:00:12,046 ] 47 networksecurity - INFO - Model Training artifact created
