[ 2026-01-08 00:26:50,625 ] 22 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 00:26:56,679 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 00:26:56,679 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 00:26:56,679 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 00:26:56,713 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 00:26:56,713 ] 24 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 00:26:56,716 ] 29 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 00:26:56,730 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:26:56,730 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:26:56,730 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:26:56,730 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:26:56,822 ] 31 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 00:26:56,822 ] 35 networksecurity - INFO - data Transformation started
[ 2026-01-08 00:26:56,822 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 00:26:56,822 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 00:26:56,833 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 00:26:56,833 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 00:26:56,838 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:26:56,841 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:26:56,841 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:26:56,843 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:26:56,844 ] 39 networksecurity - INFO - data Transformation completed
[ 2026-01-08 00:26:56,844 ] 42 networksecurity - INFO - Model Training started
