[ 2026-01-08 10:03:43,398 ] 22 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 10:03:50,002 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 10:03:50,002 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 10:03:50,002 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 10:03:50,034 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 10:03:50,034 ] 24 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 10:03:50,037 ] 29 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 10:03:50,047 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 10:03:50,047 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 10:03:50,047 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 10:03:50,047 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 10:03:50,139 ] 31 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 10:03:50,139 ] 35 networksecurity - INFO - data Transformation started
[ 2026-01-08 10:03:50,139 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 10:03:50,139 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 10:03:50,149 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 10:03:50,149 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 10:03:50,154 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 10:03:50,157 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 10:03:50,157 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 10:03:50,178 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 10:03:50,178 ] 39 networksecurity - INFO - data Transformation completed
[ 2026-01-08 10:03:50,178 ] 42 networksecurity - INFO - Model Training started
[ 2026-01-08 10:05:44,210 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 10:05:44,249 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 10:05:44,249 ] 110 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/03_01/08/26_2026_10_03_41/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9916666666666667, precision_score=0.9884521880064829, recall_score=0.9949021207177814), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.976984126984127, precision_score=0.9715864246250987, recall_score=0.9824421388667198)) 
[ 2026-01-08 10:05:44,252 ] 47 networksecurity - INFO - Model Training artifact created
