[ 2026-01-08 00:28:23,560 ] 22 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 00:28:29,740 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 00:28:29,740 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 00:28:29,741 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 00:28:29,788 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 00:28:29,788 ] 24 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 00:28:29,793 ] 29 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 00:28:29,812 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:28:29,812 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:28:29,812 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:28:29,812 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:28:29,931 ] 31 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 00:28:29,932 ] 35 networksecurity - INFO - data Transformation started
[ 2026-01-08 00:28:29,932 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 00:28:29,932 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 00:28:29,943 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 00:28:29,943 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 00:28:29,950 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:28:29,953 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:28:29,953 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:28:29,956 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:28:29,957 ] 39 networksecurity - INFO - data Transformation completed
[ 2026-01-08 00:28:29,958 ] 42 networksecurity - INFO - Model Training started
[ 2026-01-08 00:30:26,390 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:30:26,410 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:30:26,410 ] 110 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/28_01/08/26_2026_00_28_22/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9907258064516129, precision_score=0.9885334942667471, recall_score=0.9929278642149929), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9770114942528736, precision_score=0.9690553745928339, recall_score=0.9850993377483444)) 
[ 2026-01-08 00:30:26,411 ] 47 networksecurity - INFO - Model Training artifact created
