[ 2026-01-08 00:24:28,860 ] 21 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 00:24:35,010 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 00:24:35,011 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 00:24:35,011 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 00:24:35,043 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 00:24:35,043 ] 23 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 00:24:35,045 ] 28 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 00:24:35,055 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:24:35,055 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:24:35,055 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:24:35,055 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:24:35,146 ] 30 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 00:24:35,146 ] 34 networksecurity - INFO - data Transformation started
[ 2026-01-08 00:24:35,146 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 00:24:35,146 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 00:24:35,155 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 00:24:35,155 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 00:24:35,161 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:24:35,165 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:24:35,165 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:24:35,167 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:24:35,168 ] 38 networksecurity - INFO - data Transformation completed
