[ 2026-01-08 00:26:01,583 ] 22 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 00:26:08,589 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 00:26:08,589 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 00:26:08,589 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 00:26:08,621 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 00:26:08,622 ] 24 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 00:26:08,624 ] 29 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 00:26:08,633 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:26:08,633 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:26:08,633 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:26:08,633 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:26:08,730 ] 31 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 00:26:08,730 ] 35 networksecurity - INFO - data Transformation started
[ 2026-01-08 00:26:08,730 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 00:26:08,730 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 00:26:08,739 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 00:26:08,739 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 00:26:08,744 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:26:08,746 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:26:08,746 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:26:08,748 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:26:08,749 ] 39 networksecurity - INFO - data Transformation completed
[ 2026-01-08 00:26:08,749 ] 42 networksecurity - INFO - Model Training started
