[ 2026-01-08 22:50:37,913 ] 22 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 22:50:41,306 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 22:50:41,306 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 22:50:41,306 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 22:50:41,340 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 22:50:41,340 ] 24 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 22:50:41,343 ] 29 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 22:50:41,353 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 22:50:41,353 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 22:50:41,353 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 22:50:41,353 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 22:50:41,441 ] 31 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 22:50:41,441 ] 35 networksecurity - INFO - data Transformation started
[ 2026-01-08 22:50:41,441 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 22:50:41,441 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 22:50:41,451 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 22:50:41,451 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 22:50:41,457 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 22:50:41,460 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 22:50:41,460 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 22:50:41,461 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 22:50:41,462 ] 39 networksecurity - INFO - data Transformation completed
[ 2026-01-08 22:50:41,462 ] 42 networksecurity - INFO - Model Training started
[ 2026-01-08 22:52:40,919 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 22:52:40,927 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 22:52:40,927 ] 125 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/50_01/08/26_2026_22_50_32/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910678034916768, precision_score=0.9894608836643697, recall_score=0.9926799511996747), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9802816901408451, precision_score=0.9775280898876404, recall_score=0.9830508474576272)) 
[ 2026-01-08 22:52:40,929 ] 47 networksecurity - INFO - Model Training artifact created
