[ 2026-01-03 00:52:55,144 ] 21 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-03 00:52:57,476 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-03 00:52:57,476 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-03 00:52:57,476 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-03 00:52:57,511 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-03 00:52:57,512 ] 23 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-03 00:52:57,514 ] 26 networksecurity - INFO - Initiate the data Validation
[ 2026-01-03 00:52:57,526 ] 34 root - INFO - Required number of columns:2
[ 2026-01-03 00:52:57,526 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-03 00:52:57,526 ] 34 root - INFO - Required number of columns:2
[ 2026-01-03 00:52:57,526 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-03 00:52:57,626 ] 28 networksecurity - INFO - Completed the data Validation
