[ 2026-01-08 00:23:42,976 ] 21 networksecurity - INFO - Initiate the data Ingestion
[ 2026-01-08 00:23:49,325 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-08 00:23:49,325 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-08 00:23:49,326 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-08 00:23:49,357 ] 81 root - INFO - Exported train and test file path.
[ 2026-01-08 00:23:49,357 ] 23 networksecurity - INFO - Completed the data Ingestion
[ 2026-01-08 00:23:49,359 ] 28 networksecurity - INFO - Initiate the data Validation
[ 2026-01-08 00:23:49,369 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:23:49,369 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:23:49,369 ] 34 root - INFO - Required number of columns:2
[ 2026-01-08 00:23:49,370 ] 35 root - INFO - Data frame has columns:31
[ 2026-01-08 00:23:49,459 ] 30 networksecurity - INFO - Completed the data Validation
[ 2026-01-08 00:23:49,459 ] 34 networksecurity - INFO - data Transformation started
[ 2026-01-08 00:23:49,459 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-01-08 00:23:49,459 ] 65 root - INFO - Starting data transformation
[ 2026-01-08 00:23:49,468 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-01-08 00:23:49,468 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-08 00:23:49,472 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:23:49,475 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:23:49,475 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-08 00:23:49,477 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-08 00:23:49,478 ] 38 networksecurity - INFO - data Transformation completed
